id,text,category
20059,I would like to hire a pest control. cockroaches are everywhere.,Pest Control
20060,Please help because the wooden gate is damaged.,Carpenter
20061,cracked wall needs repair. Can someone assist?,Mason
20062,Please help because my window glass is cracked.,Glass Installer
20063,I need a professional washing machine technician to repair the washing machine.,Washing Machine Technician
20064,I need a professional auto electrician to inspect the battery.,Auto Electrician
20065,Who can help me? my metal gate is damaged.,Welder
20066,Please help because the motorcycle needs servicing.,Motorcycle Mechanic
20067,Can anyone recommend an experienced elder caregiver?,Elder Caregiver
20068,I'm searching for a reliable glass installer.,Glass Installer
20069,I'm looking for a skilled plumber to clear the drain.,Plumber
20070,Please send a pest control. termites have spread through the furniture.,Pest Control
20071,My situation is urgent because roof sheets are damaged.,Roofer
20072,Please send a glass installer. the window glass shattered.,Glass Installer
20073,Please send a glass installer; glass door is cracked.,Glass Installer
20074,I would like to hire a babysitter. need childcare this evening.,Babysitter
20075,Could someone help me to inspect the vehicle?,Car Mechanic
20076,I need a qualified washing machine technician to inspect the appliance.,Washing Machine Technician
20077,I need support for a senior family member. I need this fixed soon.,Elder Caregiver
20078,My situation is urgent because I need a boundary wall built.,Mason
20079,Could someone recommend a reliable ac technician? my air conditioner is not cooling.,AC Technician
20080,I need professional help to fix the display.,TV Repair Technician
20081,I need additional CCTV cameras installed. Could someone help?,CCTV Technician
20082,I'm searching for a skilled tire repair because my tyre has a puncture.,Tire Repair
20083,Can anyone recommend an experienced tv repair technician?,TV Repair Technician
20084,I need professional help since the bike engine is noisy.,Motorcycle Mechanic
20085,Who can help? roof sheets need replacing.,Roofer
20086,Need urgent assistance because my wooden door is damaged.,Carpenter
20087,I need guards for a private event. I need this fixed as soon as possible.,Security Guard
20088,I would like to hire a house cleaner. house needs deep cleaning.,House Cleaner
20089,Looking for an experienced car mechanic to inspect the engine.,Car Mechanic
20090,Can anyone recommend a reliable plumber? the shower has very low water pressure.,Plumber
20091,Please send a gardener; trees need pruning.,Gardener
20092,I would like to hire a plumber.,Plumber
20093,Need urgent help because motorcycle won't start.,Motorcycle Mechanic
20094,I need a security guard because I need security for an event.,Security Guard
20095,I need a carpenter because my dining table needs repair.,Carpenter
20096,Looking for an experienced refrigerator technician to fix the appliance.,Refrigerator Technician
20097,Looking for an experienced elder caregiver to assist my elderly parent.,Elder Caregiver
20098,I'm searching for a reliable car mechanic.,Car Mechanic
20099,Please send a glass installer; glass door is cracked.,Glass Installer
20100,Need someone reliable to prepare meals.,Cook
20101,I need a new aluminium door. Please help as soon as possible.,Aluminum Fabricator
20102,I'm looking for a reliable tiler.,Tiler
20103,Looking for an experienced tv repair technician to fix the display.,TV Repair Technician
20104,the tyre has a nail in it. Could someone help?,Tire Repair
20105,Need urgent assistance because the toilet is blocked.,Plumber
20106,I need a professional carpenter to install wooden shelves.,Carpenter
20107,I would like to hire a security guard to guard the premises.,Security Guard
20108,Need urgent help because window grill is loose.,Welder
20109,my washing machine won't spin. Looking for a qualified washing machine technician.,Washing Machine Technician
20110,I'm experiencing a problem because need help with household chores. I need a domestic helper.,Domestic Helper
20111,the car battery keeps dying. Please help as soon as possible.,Auto Electrician
20112,the kitchen cabinet is broken. Could someone help?,Carpenter
20113,Please send a washing machine technician. the washing machine vibrates heavily.,Washing Machine Technician
20114,Could someone recommend a reliable cook? I need meal preparation assistance.,Cook
20115,I need a pest control because there are termites in the wooden furniture.,Pest Control
20116,Can anyone recommend a good tiler?,Tiler
20117,the machine won't drain water. I need this fixed as soon as possible.,Washing Machine Technician
20118,Need urgent assistance because the screen keeps flickering.,TV Repair Technician
20119,Please send a tire repair. I need a tyre replacement.,Tire Repair
20120,Please send a tv repair technician. the TV screen is black.,TV Repair Technician
20121,Who can repair the refrigerator for me?,Refrigerator Technician
20122,the headlights stopped working. Looking for a reliable auto electrician.,Auto Electrician
20123,Could someone recommend a reliable office cleaner? the workspace needs sanitizing.,Office Cleaner
20124,the shower has very low water pressure. I need professional help.,Plumber
20125,I need a roofer because roof sheets are damaged.,Roofer
20126,Need urgent help because lights keep flickering.,Electrician
20127,Need expert assistance to repair the TV.,TV Repair Technician
20128,Who is available to install new tiles?,Tiler
20129,My situation is urgent because the glass door is damaged.,Glass Installer
20130,I would like to hire a babysitter.,Babysitter
20131,rats are damaging my storage area. Could someone help?,Pest Control
20132,Need urgent help because need a new aluminium door.,Aluminum Fabricator
20133,Please help because the headlights stopped working.,Auto Electrician
20134,Please send a tv repair technician. the television won't turn on.,TV Repair Technician
20135,I'm looking for a trusted cctv technician. I need CCTV cameras installed.,CCTV Technician
20136,the lawn needs mowing. I need this fixed soon.,Gardener
20137,I need an experienced domestic helper.,Domestic Helper
20138,ceiling paint is peeling. Can someone assist?,Painter
20139,I need someone to fabricate aluminium work.,Aluminum Fabricator
20140,Looking for an experienced elder caregiver to assist the senior.,Elder Caregiver
20141,I would like to hire a tire repair to replace the tyre.,Tire Repair
20142,Looking for an experienced gardener to maintain the garden.,Gardener
20143,Can anyone recommend an experienced babysitter?,Babysitter
20144,Need professional assistance to inspect the appliance.,Washing Machine Technician
20145,I'm looking for a trusted babysitter. I need childcare while I am at work.,Babysitter
20146,I'm searching for a reliable tire repair.,Tire Repair
20147,Looking for an experienced welder to weld the frame.,Welder
20148,Can anyone recommend an experienced mason?,Mason
20149,Can anyone recommend an experienced plumber?,Plumber
20150,my CCTV recorder is not working. I need this fixed as soon as possible.,CCTV Technician
20151,Please send a office cleaner. the workspace needs sanitizing.,Office Cleaner
20152,Need urgent help because need daily meal preparation.,Cook
20153,there is no sound from the television. Could someone help?,TV Repair Technician
20154,I'm experiencing a problem because office needs cleaning. I need a office cleaner.,Office Cleaner
20155,alternator has failed. Can someone assist?,Auto Electrician
20156,I need professional help to repair the washing machine.,Washing Machine Technician
20157,Looking for an experienced motorcycle mechanic to repair the motorcycle.,Motorcycle Mechanic
20158,I would like to hire a computer technician to remove malware.,Computer Technician
20159,I would like to hire a security guard. need security for an event.,Security Guard
20160,I would like to hire a glass installer to install a new glass panel.,Glass Installer
20161,I would like to hire a pest control.,Pest Control
20162,there are termites in the wooden furniture. I need this fixed soon.,Pest Control
20163,security cameras need configuration. Can someone assist?,CCTV Technician
20164,I need a painter because my bedroom needs painting.,Painter
